item,user,user_name,item_name,LLM_explanation,LLM_rating,LLM_interaction_HTML,rating
14,536,Emily Smith,The Horse and His Boy,,3.0,,3.0
14,191,David Lee,The Horse and His Boy,,5.0,,5.0
14,304,Ava,The Horse and His Boy,,3.0,,3.0
14,87,David Lee,The Horse and His Boy,,4.0,,4.0
14,357,Emma Johnson,The Horse and His Boy,,5.0,,5.0
14,508,Ava Green,The Horse and His Boy,,3.0,,3.0
14,540,Alex Johnson,The Horse and His Boy,,3.0,,3.0
14,550,Ryan Lee,The Horse and His Boy,,4.0,,4.0
14,176,Evelyn Thompson,The Horse and His Boy,,4.0,,4.0
14,133,James Thompson,The Horse and His Boy,,4.0,,4.0
14,13,Emily Thompson,The Horse and His Boy,,3.0,,3.0
14,282,James Johnson,The Horse and His Boy,,3.0,,3.0
14,521,William Smith,The Horse and His Boy,,4.0,,4.0
14,291,John Anderson,The Horse and His Boy,,3.0,,3.0
14,21,Ethan Thompson,The Horse and His Boy,,5.0,,5.0
14,379,James Thompson,The Horse and His Boy,,3.0,,3.0
14,97,Ava Nguyen,The Horse and His Boy,,3.0,,3.0
14,11,Jacob Nelson,The Horse and His Boy,,4.0,,4.0
14,465,Emma Rodriguez,The Horse and His Boy,,4.0,,4.0
14,169,Lily Wilson,The Horse and His Boy,,4.0,,4.0
14,317,Sarah Lee,The Horse and His Boy,,5.0,,5.0
14,539,William Lee,The Horse and His Boy,,4.0,,4.0
14,404,Olivia Thompson,The Horse and His Boy,,3.0,,3.0
14,401,Alex,The Horse and His Boy,,5.0,,5.0
14,502,Jared Lee,The Horse and His Boy,,4.0,,4.0
14,167,David,The Horse and His Boy,,4.0,,4.0
14,509,Liam Wilson,The Horse and His Boy,,5.0,,5.0
14,166,Carol,The Horse and His Boy,,4.0,,4.0
14,112,Olivia Thompson,The Horse and His Boy,,5.0,,5.0
14,335,Michael Johnson,The Horse and His Boy,,5.0,,5.0
14,40,Lily Johnson,The Horse and His Boy,,5.0,,5.0
14,530,Isabella Rodriguez,The Horse and His Boy,,3.0,,3.0
14,333,William Brown,The Horse and His Boy,,3.0,,3.0
14,245,John Smith,The Horse and His Boy,,4.0,,4.0
14,24,Nisha Patel,The Horse and His Boy,,4.0,,4.0
14,175,David,The Horse and His Boy,,4.0,,4.0
14,101,Ethan Thompson,The Horse and His Boy,,4.0,,4.0
14,575,David Thompson,The Horse and His Boy,,4.0,,4.0
14,415,David Lee,The Horse and His Boy,,5.0,,5.0
14,396,Emily Thompson,The Horse and His Boy,,4.0,,4.0
14,48,Emily Taylor,The Horse and His Boy,,4.0,,4.0
14,38,Olivia Thompson,The Horse and His Boy,,4.0,,4.0
14,173,Bob,The Horse and His Boy,,5.0,,5.0
14,85,James Thompson,The Horse and His Boy,,4.0,,4.0
14,557,Ethan Kim,The Horse and His Boy,,4.0,,4.0
14,444,Alex Miller,The Horse and His Boy,,5.0,,5.0
14,348,Alex Johnson,The Horse and His Boy,,4.0,,4.0
14,451,Mark Davis,The Horse and His Boy,,4.0,,4.0
14,37,Ethan Brown,The Horse and His Boy,,4.0,,4.0
14,515,Elijah Johnson,The Horse and His Boy,,3.0,,3.0
14,424,Ava,The Horse and His Boy,,4.0,,4.0
14,247,William Brown,The Horse and His Boy,,4.0,,4.0
14,31,Thomas,The Horse and His Boy,,3.0,,3.0
14,523,David Johnson,The Horse and His Boy,,4.0,,4.0
14,311,Oliver Wilson,The Horse and His Boy,,3.0,,3.0
14,358,David Lee,The Horse and His Boy,,3.0,,3.0
14,426,Mia,The Horse and His Boy,,4.0,,4.0
14,64,Emily Wilson,The Horse and His Boy,,4.0,,4.0
14,36,Ava Johnson,The Horse and His Boy,,3.0,,3.0
18,480,Olivia Thompson,The Hound of the Baskervilles,,4.0,,4.0
18,523,David Johnson,The Hound of the Baskervilles,,4.0,,4.0
18,258,Lily,The Hound of the Baskervilles,,4.0,,4.0
18,319,Emily,The Hound of the Baskervilles,,4.0,,4.0
18,562,Ava Martin,The Hound of the Baskervilles,,4.0,,4.0
18,215,William Green,The Hound of the Baskervilles,,5.0,,5.0
18,162,Emily,The Hound of the Baskervilles,,5.0,,5.0
18,441,David Kim,The Hound of the Baskervilles,,5.0,,5.0
18,473,Jack Taylor,The Hound of the Baskervilles,,5.0,,5.0
18,158,James Lee,The Hound of the Baskervilles,,4.0,,4.0
18,17,Max Johnson,The Hound of the Baskervilles,,4.0,,4.0
18,236,Emily Thompson,The Hound of the Baskervilles,,4.0,,4.0
18,552,Adrian Thompson,The Hound of the Baskervilles,,5.0,,5.0
18,265,Michael Williams,The Hound of the Baskervilles,,4.0,,4.0
18,485,Emily,The Hound of the Baskervilles,,4.0,,4.0
18,202,Sophia Brown,The Hound of the Baskervilles,,4.0,,4.0
18,170,Jack Green,The Hound of the Baskervilles,,4.0,,4.0
18,267,David Lee,The Hound of the Baskervilles,,4.0,,4.0
18,369,Sofia Rodriguez,The Hound of the Baskervilles,,4.0,,4.0
18,155,Emily Nguyen,The Hound of the Baskervilles,,4.0,,4.0
18,104,Hannah Johnson,The Hound of the Baskervilles,,4.0,,4.0
18,321,Emily Lee,The Hound of the Baskervilles,,3.0,,3.0
18,377,David Lee,The Hound of the Baskervilles,,3.0,,3.0
18,522,Elizabeth Taylor,The Hound of the Baskervilles,,4.0,,4.0
18,493,David Wilson,The Hound of the Baskervilles,,4.0,,4.0
18,51,Samuel Garcia,The Hound of the Baskervilles,,3.0,,3.0
18,285,Sophie Thompson,The Hound of the Baskervilles,,4.0,,4.0
18,389,Ryan Johnson,The Hound of the Baskervilles,,3.0,,3.0
18,195,Liam O'Connell,The Hound of the Baskervilles,,5.0,,5.0
18,449,Jack Thompson,The Hound of the Baskervilles,,3.0,,3.0
18,397,Mark Johnson,The Hound of the Baskervilles,,4.0,,4.0
18,337,Jack Thompson,The Hound of the Baskervilles,,4.0,,4.0
18,459,John Miller,The Hound of the Baskervilles,,5.0,,5.0
18,315,Sarah Lee,The Hound of the Baskervilles,,3.0,,3.0
18,212,Sarah Johnson,The Hound of the Baskervilles,,5.0,,5.0
18,245,John Smith,The Hound of the Baskervilles,,4.0,,4.0
18,591,Michael Brown,The Hound of the Baskervilles,,5.0,,5.0
18,294,John,The Hound of the Baskervilles,,4.0,,4.0
